MSI URLs to be Redirected (exisiting and working in MSI side),Zebra Vanity URLs (To Be Created),"NewCo Zebra URL (existing, not prod in CQ)",Added to CQ
www.motorola.com/MT2000 ,www.zebra.com/mt2000,us/en/products/scanners/rugged-scanners/mt2000.html,
"
www.motorolasolutions.com/software",www.zebra.com/software,us/en/products/software.html,
www.motorola.com/enterprisemobility/devzone,www.zebra.com/software,us/en/products/software.html,
,www.zebra.com/barcodeprintersoftware,us/en/products/software/barcode-printers.html,
,www.zebra.com/linkos,us/en/products/software/barcode-printers/link-os.html,
,www.zebra.com/airwatchconnector,us/en/products/software/barcode-printers/link-os/airwatch-connector.html,
,www.zebra.com/cloudconnect,us/en/products/software/barcode-printers/link-os/cloud-connect.html,
,www.zebra.com/os-enterpriseconnector,us/en/products/software/barcode-printers/link-os/enterprise-connector.html,
,www.zebra.com/linkossdk,us/en/products/software/barcode-printers/link-os/link-os-sdk.html,
,www.zebra.com/os-mirror,us/en/products/software/barcode-printers/link-os/mirror.html,
,www.zebra.com/printstation,us/en/products/software/barcode-printers/link-os/print-station.html,
,www.zebra.com/printtouch,us/en/products/software/barcode-printers/link-os/print-touch.html,
,www.zebra.com/profilemanager,us/en/products/software/barcode-printers/link-os/profile-manager.html,
,www.zebra.com/virtualdevices,us/en/products/software/barcode-printers/link-os/virtual-devices-current.html,
,www.zebra.com/os-zebradesignermysap,us/en/products/software/barcode-printers/link-os/zebradesigner-for-mysap-business-suite.html,
,www.zebra.com/os-zebradesignerpro,us/en/products/software/barcode-printers/link-os/zebradesigner-pro.html,
,www.zebra.com/os-zebradesignerxml,us/en/products/software/barcode-printers/link-os/zebradesigner-xml.html,
,www.zebra.com/zebralink,us/en/products/software/barcode-printers/zebralink.html,
,www.zebra.com/alternateprogramminglanguages,us/en/products/software/barcode-printers/zebralink/apl.html,
,www.zebra.com/customizedfrontpanel,us/en/products/software/barcode-printers/zebralink/customizable-front-panel.html,
,www.zebra.com/enterpriseconnector,us/en/products/software/barcode-printers/zebralink/enterprise-connector.html,
,www.zebra.com/z-mirror,us/en/products/software/barcode-printers/zebralink/mirror.html,
,www.zebra.com/sapintegration,us/en/products/software/barcode-printers/zebralink/sap-integration.html,
,www.zebra.com/zbikeymanager,us/en/products/software/barcode-printers/zebralink/zbi-key-manager.html,
,www.zebra.com/basicinterpreter,us/en/products/software/barcode-printers/zebralink/zebra-basic-interpreter2.html,
,www.zebra.com/z-zebradesignermysap,us/en/products/software/barcode-printers/zebralink/zebra-designer-mysap-business-suite.html,
,www.zebra.com/z-zebradesignerpro,us/en/products/software/barcode-printers/zebralink/zebra-designer-pro.html,
,www.zebra.com/z-zebradesignerxml,us/en/products/software/barcode-printers/zebralink/zebra-designer-xml.html,
,www.zebra.com/zebradesigner,us/en/products/software/barcode-printers/zebralink/zebra-designer.html,
,www.zebra.com/setuputilities,us/en/products/software/barcode-printers/zebralink/zebra-setup-utility.html,
,www.zebra.com/zebralinksdk,us/en/products/software/barcode-printers/zebralink/zebralink-multiplatform-sdk.html,
,www.zebra.com/zebranetbridge,us/en/products/software/barcode-printers/zebralink/zebranet-bridge-enterprise.html,
,www.zebra.com/cardprintersoftware,us/en/products/software/card-printers.html,
,www.zebra.com/cardsoftware,us/en/products/software/card-printers.html,
,www.zebra.com/valueperformancesdk,us/en/products/software/card-printers/zebra-card-sdk-value-performance-printers.html,
,www.zebra.com/virtualprintware,us/en/products/software/card-printers/zebra-virtual-printware.html,
,www.zebra.com/cardstudio,us/en/products/software/card-printers/zmotif-cardstudio-standard.html,
,www.zebra.com/zxp3and1sdk,us/en/products/software/card-printers/zmotif-sdk-zxp-series-3.html,
,www.zebra.com/zxp7and8sdk,us/en/products/software/card-printers/zmotif-sdk-zxp-series-8.html,
www.motorolasolutions.com/mobilitysoftware,www.zebra.com/mobilitysoftware,us/en/products/software/mobile-computers.html,
http://www.motorolasolutions.com/US-EN/Business+Product+and+Services/Software+and+Applications/Mobility+Software/Mobility+Suite/Mobility+Suite,www.zebra.com/mobilitysoftware,us/en/products/software/mobile-computers.html,
,www.zebra.com/mobilitysuite,us/en/products/software/mobile-computers.html,
,www.zebra.com/mobileapplicationutilities,us/en/products/software/mobile-computers/mobile-app-utilities.html,
www.motorolasolutions.com/appcenter,www.zebra.com/appcenter,us/en/products/software/mobile-computers/mobile-app-utilities/appcenter.html,
,www.zebra.com/edmkandroid,us/en/products/software/mobile-computers/mobile-app-utilities/emdk-for-android.html,
,www.zebra.com/emdt-emct,us/en/products/software/mobile-computers/mobile-app-utilities/emdt-emct.html,
www.motorolasolutions.com/enterprisebrowser,www.zebra.com/enterprisebrowser,us/en/products/software/mobile-computers/mobile-app-utilities/enterprise-browser.html,
,www.zebra.com/stagenow,us/en/products/software/mobile-computers/mobile-app-utilities/stagenow.html,
,www.zebra.com/mobiledevicemanagement,us/en/products/software/mobile-computers/mobile-device-management.html,
www.motorolasolutions.com/airwatch,www.zebra.com/airwatch,us/en/products/software/mobile-computers/mobile-device-management/airwatch.html,
,www.zebra.com/mobilityservicesplatform,us/en/products/software/mobile-computers/mobile-device-management/mobility-services-platform.html,
http://www.motorolasolutions.com/SOTI,www.zebra.com/soti,us/en/products/software/mobile-computers/mobile-device-management/soti_mobicontrol.html,
"www.motorolasolutions.com/workforcemanagement
",www.zebra.com/workforcemanagement,us/en/products/software/mobile-computers/mobile-workforce-management-software.html,
"www.motorolasolutions.com/MxExtensions
",www.zebra.com/mxextensions,us/en/products/software/mobile-computers/mobility-extensions.html,
www.motorolasolutions.com/mx,www.zebra.com/mxextensions,us/en/products/software/mobile-computers/mobility-extensions.html,
"www.motorolasolutions.com/RhoMobile
",www.zebra.com/rhomobile,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rho,www.zebra.com/rhomobile,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rhoconnect,www.zebra.com/rhoconnect,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rhodes,www.zebra.com/rhodes,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rhoelements,www.zebra.com/rhoelements,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rhogallery,www.zebra.com/rhogallery,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rhohub,www.zebra.com/rhohub,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rhostudio,www.zebra.com/rhostudio,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/rhomobilesuite,www.zebra.com/rhomobile,us/en/products/software/mobile-computers/rhomobile-suite.html,
www.motorolasolutions.com/tekspeechpro,www.zebra.com/tekspeechpro,us/en/products/software/mobile-computers/tekspeechpro.html,
www.motorolasolutions.com/speakeasy,www.zebra.com/terminalemulation,us/en/products/software/mobile-computers/terminal-emulation-software/terminal-emulation.html,
,www.zebra.com/voiceenabledterminalemulation,us/en/products/software/mobile-computers/terminal-emulation-software/voice-enabled-terminal-emulation.html,
,www.zebra.com/workforceconnect,us/en/products/software/mobile-computers/workforce-connect.html,
,www.zebra.com/pushtotalkexpress,us/en/products/software/mobile-computers/workforce-connect/workforce-connect-ptt-express.html,
,www.zebra.com/workforceconnectvoice,us/en/products/software/mobile-computers/workforce-connect/workforce-connect-voice.html,
developer.motorolasolutions.com/community/rhomobile-suite/videos,www.zebra.com/scanningsystems,us/en/products/software/scanning-systems.html,
,www.zebra.com/scannerdriversandutilities,us/en/products/software/scanning-systems/scanner-drivers-and-utiltities.html,
developer.motorolasolutions.com/community/enterprisebrowser,www.zebra.com/scannersoftware,us/en/products/software/scanning-systems/scanner-drivers-and-utiltities.html,
http://www.motorolasolutions.com/scannerhowtovideos,"www.zebra.com/scannerhowtovideos
",us/en/products/software/scanning-systems/scanner-drivers-and-utiltities.html,
"http://www.motorolasolutions.com/123Scan
www.motorolasolutions/123scan2
http://www.youtube.com/watch?v=nfo3o-zjWzg&feature=youtu.be 
","www.zebra.com/123scan2
",us/en/products/software/scanning-systems/scanner-drivers-and-utiltities/123scan2-configuration-utility.html,
,www.zebra.com/123scan,us/en/products/software/scanning-systems/scanner-drivers-and-utiltities/123scan2-configuration-utility.html,
www.motorolasolutions.com/SMS,www.zebra.com/sms,us/en/products/software/scanning-systems/scanner-drivers-and-utiltities/scanner-management-service.html,
www.motorolasolutions.com/windowssdk,www.zebra.com/scannersdkforwindows,us/en/products/software/scanning-systems/scanner-drivers-and-utiltities/scanner-sdk-for-windows.html,
www.motorolasolutions.com/WindowsSDK,www.zebra.com/windowssdk,us/en/products/software/scanning-systems/scanner-drivers-and-utiltities/scanner-sdk-for-windows.html,
,www.zebra.com/networkwlansoftware,us/en/products/software/wlan-systems.html,
,www.zebra.com/networkwlansoftware,us/en/products/software/wlan-systems.html,
"www.motorolasolutions.com/rfdesign
",www.zebra.com/networkdesign,us/en/products/software/wlan-systems/network-design-software.html,
www.motorolasolutions.comrfdesignsoftware,www.zebra.com/networkdesign,us/en/products/software/wlan-systems/network-design-software.html,
,www.zebra.com/lanplanner,us/en/products/software/wlan-systems/network-design-software/lanplanner.html,
,www.zebra.com/outdoorplanner,us/en/products/software/wlan-systems/network-design-software/outdoor_planner.html,
"www.motorolasolutions.com/wlansecurity
","www.zebra.com/wlanmanagementsoftware
",us/en/products/software/wlan-systems/wlan-management-and-security-software.html,
www.motorola.com/wms,www.zebra.com/wms,us/en/products/software/wlan-systems/wlan-management-and-security-software.html,
,www.zebra.com/airdefensebluetooth,us/en/products/software/wlan-systems/wlan-management-and-security-software/airdefense_bluetooth_monitoring.html,
,www.zebra.com/airdefensemobile,us/en/products/software/wlan-systems/wlan-management-and-security-software/airdefense_mobile.html,
www.motorolasolutions.com/wlanmanagement,www.zebra.com/airdefenseinfrastructure,us/en/products/software/wlan-systems/wlan-management-and-security-software/airdefense-infrastructure-management.html,
,www.zebra.com/airdefensenetworkassurance,us/en/products/software/wlan-systems/wlan-management-and-security-software/airdefense-network-assurance-solutions.html,
,www.zebra.com/airdefensewids-wips,us/en/products/software/wlan-systems/wlan-management-and-security-software/airdefense-wids-wips.html,
,www.zebra.com/fipsvalidation,us/en/products/software/wlan-systems/wlan-management-and-security-software/fips-validation.html,
,www.zebra.com/proximityawarenessanalytics,us/en/products/software/wlan-systems/wlan-management-and-security-software/proximity-awareness-and-analytics.html,
,www.zebra.com/rfmanagement,us/en/products/software/wlan-systems/wlan-management-and-security-software/rf-management-software.html,
www.motorolasolutions.com/configwizard,www.zebra.com/secureaccessenrollment,us/en/products/software/wlan-systems/wlan-management-and-security-software/secure_access_enrollment_server.html,
,"www.zebra.com/wlansoftwaresupport
",us/en/products/software/wlan-systems/wlan-management-and-security-software/software_support_for_wireless_infrastructure_devices.html,
,www.zebra.com/supportforwirelessinfrastructure,us/en/products/software/wlan-systems/wlan-management-and-security-software/software_support_for_wireless_infrastructure_devices.html,
,www.zebra.com/wing5distributedfirewall,us/en/products/software/wlan-systems/wlan-management-and-security-software/wing-5-distributed-firewall.html,
,www.zebra.com/commerce,us/en/products/software/zebra-commerce.html,
,www.zebra.com/com-efficency,us/en/products/software/zebra-commerce/efficiency.html,
,www.zebra.com/com-engagement,us/en/products/software/zebra-commerce/engagement.html,
,www.zebra.com/commerceinsights,us/en/products/software/zebra-commerce/insights.html,
www.motorola.com/mobilepayment,www.zebra.com/com-mobilepayment,us/en/products/software/zebra-commerce/mobile-payment.html,
,www.zebra.com/paymentgateway ,us/en/products/software/zebra-commerce/mobile-payment/payment-gateway.html,
,www.zebra.com/paymenthardware,us/en/products/software/zebra-commerce/mobile-payment/payment-hardware.html,
,www.zebra.com/receiptprinting,us/en/products/software/zebra-commerce/mobile-payment/transaction-receipts.html,
,www.zebra.com/commercemobilityapps,us/en/products/software/zebra-commerce/mobility-applications.html,
,www.zebra.com/commerceappserver,us/en/products/software/zebra-commerce/mobility-applications/mobility-application-server.html,
,www.zebra.com/commerceretailapps,us/en/products/software/zebra-commerce/mobility-applications/retail-applications.html,not working as of 3/17
,www.zebra.com/commerceresources,us/en/products/software/zebra-commerce/resources.html,
,www.zebra.com/commerceservices,us/en/products/software/zebra-commerce/services.html,
,www.zebra.com/commercecustomization,us/en/products/software/zebra-commerce/services/customization.html,
,www.zebra.com/commerceintegration,us/en/products/software/zebra-commerce/services/integration.html,
,www.zebra.com/commercemaintenance,us/en/products/software/zebra-commerce/services/maintenance.html,
,www.zebra.com/whyzebracommerce,us/en/products/software/zebra-commerce/why-zebra-commerce.html,
,www.zebra.com/supplies,us/en/products/supplies.html,
,www.zebra.com/cardlaminates,us/en/products/supplies/card-laminates-overlays.html,
,www.zebra.com/cardprintercleaning,us/en/products/supplies/card-printer-cleaning-supplies.html,
,www.zebra.com/cardprinterribbons,us/en/products/supplies/card-printer-ribbons.html,
,www.zebra.com/cards,us/en/products/supplies/cards.html,
,www.zebra.com/customsupplies,us/en/products/supplies/custom-supplies.html,
,www.zebra.com/labelstags,us/en/products/supplies/labels-tags.html,
,www.zebra.com/quickcardkit,us/en/products/supplies/quikcard-photo-id-kit.html,
,www.zebra.com/receipts,us/en/products/supplies/receipts.html,
,www.zebra.com/rfidinlayguidelines,us/en/products/supplies/rfid-transponder-inlay-guidelines.html,
,www.zebra.com/ribbons,us/en/products/supplies/ribbons.html,
,www.zebra.com/wristbands,us/en/products/supplies/wristbands.html,
,www.zebra.com/tablets,us/en/products/tablets.html,
www.motorolasolutions.com/et1,www.zebra.com/et1,us/en/products/tablets/et1.html,
www.motorolasolutions.com/services/government,www.zebra.com/services,us/en/services.html,
,www.zebra.com/knowledgecenter,us/en/services/knowledge-center.html,
,www.zebra.com/training,us/en/services/knowledge-center.html,
,www.zebra.com/enterprisetraining,us/en/services/knowledge-center.html,
,www.zebra.com/enterprisecourses,us/en/services/knowledge-center.html,
,www.zebra.com/trainingsubscriptionservices,us/en/services/knowledge-center.html,
,www.zebra.com/trainingrhomobile,us/en/services/knowledge-center.html,
,www.zebra.com/trainingwingit,us/en/services/knowledge-center.html,
,www.zebra.com/trainingpartnerempower,us/en/services/knowledge-center.html,
,www.zebra.com/trainingmobilesolutions,us/en/services/knowledge-center.html,
,www.zebra.com/trainingwirelessnetworksolutions,us/en/services/knowledge-center.html,
www.motorolasolutions.com/training,www.zebra.com/training,us/en/services/knowledge-center.html,
http://www.motorolasolutions.com/airdefense,www.zebra.com/run,us/en/services/run.html,
,www.zebra.com/dispatch,us/en/services/run.html,
www.motorolasolutions.com/managedservices,www.zebra.com/managedservices,us/en/services/run.html,
motorolasolutions.com/mobilitylifecyclemanagement,www.zebra.com/mobilitylifecyclemanagement,us/en/services/run/device-and-asset-management/mobility-lifecycle-management.html,
www.motorolasolutions.com/airdefense,www.zebra.com/airdefenseservicesplatform,us/en/services/run/network-infrastructure-management/it-infrastructure-management/airdefense-services-platform.html,
,www.zebra.com/supportservices,us/en/services/run/support-services.html,
www.motorolasolutions.com/servicefromthestart,www.zebra.com/servicefromthestart,us/en/services/run/support-services/service-from-the-start.html,
www.motorolasolutions.com/rfid/assetmanagement,www.zebra.com/solutions,us/en/solutions.html,
motorolasolutions.com/dynamicservice,www.zebra.com/fieldmobility,us/en/solutions/field-mobility-solutions.html,
,www.zebra.com/fm-fieldsales,us/en/solutions/field-mobility-solutions/field-sales-direct-store-delivery.html,
www.motorolasolutions.com/dsdrouteaccounting,www.zebra.com/dsdrouteaccounting,us/en/solutions/field-mobility-solutions/field-sales-direct-store-delivery.html,
www.motorolasolutions.com/dsdrouteaccounting,www.zebra.com/fm-fieldsales,us/en/solutions/field-mobility-solutions/field-sales-direct-store-delivery.html,
www.motorolasolutions.com/fieldservice,www.zebra.com/fm-fieldservice,us/en/solutions/field-mobility-solutions/field-service.html,
www.motorola.com/healthcare,www.zebra.com/healthcare,us/en/solutions/healthcare-solutions.html,
www.motorolasolutions.com/hospitality,www.zebra.com/hospitality,us/en/solutions/hospitality-solutions.html,
www.motorolasolutions.com/ap/hospitality,www.zebra.com/hospitality,us/en/solutions/hospitality-solutions.html,
"www.motorolasolutions.com/dpm
",www.zebra.com/manufacturing,us/en/solutions/manufacturing-solutions.html,
www.motorolasolutions.com/dpm,www.zebra.com/manufacturing,us/en/solutions/manufacturing-solutions.html,
www.motorolasolutions.com/retail,www.zebra.com/retail,us/en/solutions/retail-solutions.html,
,www.zebra.com/r-customerengagement,us/en/solutions/retail-solutions/customer-engagement.html,
www.motorolasolutions.com/MobilePOS,www.zebra.com/mobilepos,us/en/solutions/retail-solutions/customer-engagement.html,
www.motorolasolutions.com/fleetmanagement,www.zebra.com/tl-fleetmanagementanddeliveryoptions,us/en/solutions/transportation-logistics-solutions/fleet-management.html,udpated 3/17
www.motorolasolutions.com/warehouse,www.zebra.com/warehouse,us/en/solutions/warehouse-management-solutions.html,
http://www.motorolasolutions.com/warranty,www.zebra.com/warranty,us/en/support-downloads/warranty/product-warranty.html,Not working 3/17
motorola.com/MC9500/IU1,www.zebra.com/mc9500/iu1,us/en/products/mobile-computers/handheld/mc9500-k.html,
motorola.com/MC9500/IW1,www.zebra.com/mc9500/iw1,us/en/products/mobile-computers/handheld/mc9500-k.html,
motorola.com/MC9500/IW2,www.zebra.com/mc9500/iw2,us/en/products/mobile-computers/handheld/mc9500-k.html,
www.motorolasolutions.com/SE2010,www.zebra.com/se2010,us/en/products/mobile-computers.html,
www.motorolasolutions.com/EasyWiFi,www.zebra.com/tw510,us/en/products/networks/wireless-lan/access-points/t5-wi-fi-over-vdsl2-system.html,
www.motorolasolutions.com/plan,www.zebra.com/plan,us/en/services/plan.html,
http://www.motorola.com/enterprisemobility/manuals,www.zebra.com/enterprisesupport,us/en/support-downloads.html,
http://www.motorolasolutions.com/doc,www.zebra.com/doc,us/en/about-zebra/company-information/compliance/products-and-materials-compliance/declarations-of-conformity.html,
http://www.motorolasolutions.com/US-EN/Channel+Partners,www.zebra.com/enterprisesolutionpartners,us/en/partners.html,
,www.zebra.com/hc-medicaladministration,us/en/solutions/healthcare-solutions/medication-administration.html,
,www.zebra.com/hc-specimencollection,us/en/solutions/healthcare-solutions/mobile-specimen-collection.html,
,www.zebra.com/hc-positivepatientid,us/en/solutions/healthcare-solutions/positive-patient-id.html,
,www.zebra.com/hc-remotepatientmonitoring,us/en/solutions/healthcare-solutions/remote-patient-monitoring.html,
,www.zebra.com/hc-supplychainmanagement,us/en/solutions/healthcare-solutions/supply-chain-management.html,
,www.zebra.com/hc-healthcarestaffcommunications,us/en/solutions/healthcare-solutions/staff-communications.html,
,www.zebra.com/hc-wlanconnectivity,us/en/solutions/healthcare-solutions/wlan-connectivity-and-network-assurance.html,
,www.zebra.com/hc-wifihotspots,us/en/solutions/healthcare-solutions/visitor-patient-wifi-hotspots.html,
,www.zebra.com/hc-pharmacymanagement,us/en/solutions/healthcare-solutions/pharmacy-management.html,
,www.zebra.com/hc-laboratorymanagement,us/en/solutions/healthcare-solutions/laboratory-management.html,
,www.zebra.com/r-customerselfservice,us/en/solutions/retail-solutions/customer-self-service.html,
,www.zebra.com/r-loyaltymembershipandgiftcards,us/en/solutions/retail-solutions/loyalty-membership-gift-cards.html,
,www.zebra.com/r-couponingandgiftregistry,us/en/solutions/retail-solutions/couponing-gift-registry.html,
,www.zebra.com/r-staffcommunications,us/en/solutions/retail-solutions/staff-communications.html,
,www.zebra.com/r-merchandisingandinventorymanagement,us/en/solutions/retail-solutions/merchandising-inventory-management.html,
,www.zebra.com/r-wirelesscommunicationsinfrastructure,us/en/solutions/retail-solutions/wireless-communications.html,
,www.zebra.com/r-deviceandinfrastructuremanagement,us/en/solutions/retail-solutions/device-infrastructure-management.html,
,www.zebra.com/mfg-assetmanagement,us/en/solutions/manufacturing-solutions/asset-management.html,
,www.zebra.com/mfg-inventoryandmaterialsmanagement,us/en/solutions/manufacturing-solutions/inventory-materials-management.html,
,www.zebra.com/mfg-qualtiyandtraceability,us/en/solutions/manufacturing-solutions/quality-traceability.html,
,www.zebra.com/mfg-staffcommunications,us/en/solutions/manufacturing-solutions/staff-communications.html,
,www.zebra.com/mfg-industrialwireless,us/en/solutions/manufacturing-solutions/industrial-wireless.html,
,www.zebra.com/mfg-safetyandenvironmental,us/en/solutions/manufacturing-solutions/safety-environmental.html,
,www.zebra.com/mfg-mobileoperator,us/en/solutions/manufacturing-solutions/mobile-operator.html,
,www.zebra.com/mfg-devicemanagement,us/en/solutions/manufacturing-solutions/device-management.html,
,www.zebra.com/tl-fleetmanagementanddeliveryoptions,us/en/solutions/transportation-logistics-solutions/fleet-management.html,
,www.zebra.com/tl-pickupdelivery,us/en/solutions/transportation-logistics-solutions/pickup-delivery.html,
,www.zebra.com/tl-fleetmanagement,us/en/solutions/transportation-logistics-solutions/fleet-management.html,
,www.zebra.com/ti-warehouseandmaterialsmanagement,us/en/solutions/transportation-logistics-solutions.html,
,www.zebra.com/ti-voicedirectedpicking,us/en/solutions/transportation-logistics-solutions/voice-directed-multi-modal-picking.html,
,www.zebra.com/wm-cyclecountandinventorymanagement,us/en/solutions/warehouse-management-solutions/cycle-count-and-inventory-management.html,
,www.zebra.com/ti-packingandshipping,us/en/solutions/transportation-logistics-solutions/packing-and-staging.html,
,www.zebra.com/ti-receivingandsortation,us/en/solutions/transportation-logistics-solutions/receiving-and-sortation.html,
,www.zebra.com/ti-rfidtransportationsolutions,us/en/solutions/transportation-logistics-solutions/rfid-transportation-solutions.html,
,www.zebra.com/ti-yardmanagement,us/en/solutions/transportation-logistics-solutions/yard-management.html,
,www.zebra.com/tl-wirelessinfrastructure,us/en/solutions/transportation-logistics-solutions/wireless-infrastructure-security.html,
,www.zebra.com/tl-deviceandassetmanagement,us/en/solutions/transportation-logistics-solutions/device-asset-management.html,
,www.zebra.com/fm-fleetmanagement,us/en/solutions/field-mobility-solutions/fleet-management-delivery.html,
,www.zebra.com/wm-putawayreplenishment,us/en/solutions/warehouse-management-solutions/put-away-and-replenishment.html,
,www.zebra.com/wm-voicedirectedpicking,us/en/solutions/warehouse-management-solutions/voice-directed-multi-modal-picking.html,
,www.zebra.com/wm-staffcommunications,us/en/solutions/warehouse-management-solutions/staff-communications.html,
,www.zebra.com/wm-rfidsolutions,us/en/solutions/warehouse-management-solutions/rfid-solutions-warehouses-dcs.html,
,www.zebra.com/wm-packingandstaging,us/en/solutions/warehouse-management-solutions/packing-and-staging.html,
,www.zebra.com/wm-shippinganddelivery,us/en/solutions/warehouse-management-solutions/shipping-and-delivery.html,
,www.zebra.com/wm-receivingandsortation,us/en/solutions/warehouse-management-solutions/receiving-and-sortation.html,
,www.zebra.com/wm-industrialwireless,us/en/solutions/warehouse-management-solutions/industrial-wireless-solutions.html,
,www.zebra.com/locationsolutions,us/en/solutions/location-solutions.html,3/19 sj
,www.zebra.com/ls-motionworks,us/en/solutions/location-solutions/sports-tracking.html,3/19 sj
,www.zebra.com/ls-wip,us/en/solutions/location-solutions/work-in-progress.html,3/19 sj
,www.zebra.com/ls-yardmanagement,us/en/solutions/location-solutions/yard-management.html,3/19 sj
,www.zebra.com/ls-inventorytracking,us/en/solutions/location-solutions/inventory-tracking.html,3/19 sj
,www.zebra.com/ls-materialflow,us/en/solutions/location-solutions/material-flow.html,3/19 sj
,www.zebra.com/ls-assetvisibility,us/en/solutions/location-solutions/asset-visibility.html,3/19 sj
,www.zebra.com/ls-enablingtechnologies,us/en/solutions/location-solutions/enabling-technologies.html,3/19 sj
,www.zebra.com/hospitality-orderingpayment,us/en/solutions/hospitality-solutions/ordering-and-payment.html,
,www.zebra.com/hospitality-guestsafety,us/en/solutions/hospitality-solutions/guest-safety-security.html,
,www.zebra.com/hospitality-staffcommunications,us/en/solutions/hospitality-solutions/staff-communications.html,
,www.zebra.com/hospitality-inventorymanagemeent,us/en/solutions/hospitality-solutions/inventory-management.html,
,www.zebra.com/hospitality-wirelesscommunications,us/en/solutions/hospitality-solutions/wireless-communications.html,
,www.zebra.com/hospitality-loyaltymembershipandaccesscards,us/en/solutions/hospitality-solutions/loyalty-membership-access-cards.html,
,www.zebra.com/about,us/en/about-zebra.html,updated 3/18
,www.zebra.com/cobrandingwizard,us/en/partners.html,
,www.zebra.com/privacy,us/en/about-zebra/company-information/compliance/information-privacy/privacy-statement.html,
,www.zebra.com/secureaccessenrollment,us/en/products/software/wlan-systems/wlan-management-and-security-software/secure_access_enrollment_server.html,
motorolasolutions.com/certification,www.zebra.com/certification,us/en/services/knowledge-center/certification.html,Added 3/10
,www.zebra.com/contacttechsupport,us/en/about-zebra/contact-us/contact-tech-support.html,Not working 3/18
,www.zebra.com/dynamicservice,us/en/solutions/field-mobility-solutions.html,Added 3/17
,www.zebra.com/intelligentproduction,us/en/solutions/manufacturing-solutions.html,Added 3/17
,www.zebra.com/flawlessfulfillment,us/en/solutions/manufacturing-solutions.html,Not working 3/18
,www.zebra.com/industrialwireless,us/en/solutions/manufacturing-solutions.html,Added 3/17
,www.zebra.com/enterpriseRFID,us/en/products/rfid.html,Added 3/17
,www.zebra.com/transportationandlogistics,us/en/solutions/transportation-logistics-solutions.html,Not working as of 3/17
,www.zebra.com/enterpriseretail,us/en/solutions/retail-solutions.html,Added 3/17
,www.zebra.com/pos,us/en/solutions/retail-solutions/point-of-sale-solutions.html,Added 3/17
,www.zebra.com/enterprisehealthcare,us/en/solutions/healthcare-solutions.html,Added 3/17
,www.zebra.com/rockwellautomation,us/en/cpn/rockwell-automation.html,Not working as of 3/17
,www.zebra.com/coldchain,us/en/solutions/warehouse-management-solutions/cold-chain-solutions.html,Added 3/18
,www.zebra.com/ds7708,us/en/products/scanners/general-purpose-scanners/hands-free-on-counter/ds7708.html,
,www.zebra.com/requestrepair,us/en/support-downloads/request-repair.html,
,www.zebra.com/rma-apac,us/en/support-downloads/request-repair/online-rma-apac.html,
,www.zebra.com/rma-latam,us/en/support-downloads/request-repair/online-rma-latam.html,
,www.zebra.com/rma-na,us/en/support-downloads/request-repair/online-rma-na.html,
,www.zebra.com/rma-emea,us/en/support-downloads/request-repair/online-rma-emea.html,
,www.zebra.com/mobilitydna,us/en/products/software/mobile-computers/mobility-dna.html,12/5/2015
,www.zebra.com/TC55,us/en/products/mobile-computers/handheld/tc55.html,12/5/2015
,www.zebra.com/swipeassist,us/en/products/software/mobile-computers/mobile-app-utilities/swipe-assist.html,12/5/2015
,www.zebra.com/simulscan,us/en/products/software/mobile-computers/mobile-app-utilities/simulscan-document-capture.html,12/5/2015
,www.zebra.com/alltouchte,us/en/products/software/mobile-computers/terminal-emulation-software/all-touch-terminal-emulation.html,12/5/2015
,www.zebra.com/wingexpress,us/en/products/networks/wireless-lan/wing-express-small-business-network.html,5/28/2015
,,,
14percent,www.zebra.com/14percent,http://seemore.zebra.com/increase-productivity-with-tc8000,
